Interessado,UF,Tipo_de_interessado,Tipo_de_operação,Finalidade,Tipo_de_credor,Credor,Moeda,Valor,Número_do_Processo/PVL,Código_IBGE,Status,Data,Analisado_por,Regiao
Serrania,MG,Município,Operação Contratual Interna,Caminho da Escola 2010,Instituição Financeira Nacional,Banco do Brasil S/A,Real,280000.0,17944.000792/2012-15,3166907.0,Deferido,2012-06-19,STN,Sudeste
Serrania,MG,Município,Operação Contratual Interna,Provias 2010,Instituição Financeira Nacional,Banco do Brasil S/A,Real,600000.0,17944.001548/2010-08,3166907.0,Deferido,2010-11-24,STN,Sudeste
Serranópolis do Iguaçu,PR,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,332000.0,17944.000321/2009-01,4126355.0,Deferido,2009-04-29,STN,Sul
Serranópolis do Iguaçu,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,550000.0,17944.000477/2013-61,4126355.0,Deferido,2013-07-10,STN,Sul
Serranópolis do Iguaçu,PR,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,660000.0,17944.000478/2013-13,4126355.0,Deferido,2013-07-10,STN,Sul
Serranópolis do Iguaçu,PR,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,570000.0,17944.000479/2013-50,4126355.0,Deferido,2013-07-10,STN,Sul
Serranópolis do Iguaçu,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,576000.0,17944.001584/2011-44,4126355.0,Deferido,2012-04-03,STN,Sul
Serranópolis do Iguaçu,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,380000.0,19406.000198/2009-33,4126355.0,Deferido,2009-10-29,STN,Sul
Serranópolis do Iguaçu,PR,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,197500.0,19406.000264/2009-75,4126355.0,Deferido,2009-10-29,STN,Sul
Serranópolis do Iguaçu,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,630000.0,19406.000290/2002-27,4126355.0,Deferido,2002-10-31,STN,Sul
Serranópolis do Iguaçu,PR,Município,Operação Contratual Interna,"Aquisição de terrenos, imóveis e/ou construção de instalações",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,210000.0,19406.000294/2010-15,4126355.0,Deferido,2010-07-12,STN,Sul
Serranópolis do Iguaçu,PR,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,305762.85,19406.000295/2010-60,4126355.0,Deferido,2010-09-13,STN,Sul
Serranópolis do Iguaçu,PR,Município,Operação Contratual Interna,Regularização de Dívida - Energia Elétrica,Empresa Estatal,Companhia Paranaense de Energia,Real,187268.12,19406.000410/2009-62,4126355.0,Regularizado,2009-10-29,STN,Sul
Serranópolis do Iguaçu,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,130000.0,19406.000609/2006-48,4126355.0,Deferido,2006-11-30,STN,Sul
Serranópolis do Iguaçu,PR,Município,Operação Contratual Interna,"Aquisição de terrenos, imóveis e/ou construção de instalações",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,232568.0,19406.000610/2006-72,4126355.0,Deferido,2006-11-30,STN,Sul
Serranópolis do Iguaçu,PR,Município,Operação Contratual Interna,Multissetorial,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,40000.0,19406.000611/2006-17,4126355.0,Deferido,2006-11-30,STN,Sul
Serranópolis do Iguaçu,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,2200000.0,17944.000821/2015-83,4126355.0,Deferido,2015-10-15,STN,Sul
Serranópolis do Iguaçu,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,700000.0,17944.000581/2017-89,4126355.0,Deferido,2017-08-11,STN,Sul
Serrinha,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,195000.0,17944.000621/2013-69,2930501.0,Deferido,2013-08-29,STN,Nordeste
Serrinha,BA,Município,Operação Contratual Interna,Regularização de Dívida - Água e Esgoto,Empresa Estatal,Empresa Baiana de Águas e Saneamento S/A,Real,36017.2,17944.000657/2013-42,2930501.0,Regularizado,2013-08-14,STN,Nordeste
Serrinha,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,4090000.0,17944.001047/2011-02,2930501.0,Deferido,2013-08-29,STN,Nordeste
Serrinha,BA,Município,Operação Contratual Interna,Regularização de Dívida - Água e Esgoto,Empresa Estatal,Empresa Baiana de Águas e Saneamento S/A,Real,329342.05,17944.001203/2012-16,2930501.0,Regularizado,2013-08-14,STN,Nordeste
Serrinha,BA,Município,Operação Contratual Interna,Regularização de Dívida - Água e Esgoto,Empresa Estatal,Empresa Baiana de Águas e Saneamento S/A,Real,202437.66,17944.001215/2012-32,2930501.0,Regularizado,2013-08-14,STN,Nordeste
Serro,MG,Município,Operação Contratual Interna,Caminho da Escola,Instituição Financeira Nacional,Banco do Brasil S/A,Real,518100.0,17944.000203/2008-12,3167103.0,Deferido,2008-04-08,STN,Sudeste
Serro,MG,Município,Operação Contratual Interna,Provias 2010,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,600000.0,17944.001382/2010-11,3167103.0,Deferido,2011-08-10,STN,Sudeste
Serro,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,1600000.0,17944.001762/2010-56,3167103.0,Deferido,2011-08-10,STN,Sudeste
Serro,MG,Município,Operação Contratual Interna,"Aquisição de terrenos, imóveis e/ou construção de instalações",Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,1579688.34,17944.000343/2016-92,3167103.0,Deferido,2016-04-05,STN,Sudeste
Sertaneja,PR,Município,Operação Contratual Interna,"Aquisição de terrenos, imóveis e/ou construção de instalações",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,1400000.0,19406.000101/2008-10,4126405.0,Deferido,2008-04-07,STN,Sul
Sertaneja,PR,Município,Operação Contratual Interna,PMAT,Instituição Financeira Nacional,Banco do Brasil S/A,Real,117300.0,19406.000168/2004-12,4126405.0,Deferido,2004-06-08,STN,Sul
Sertaneja,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,800000.0,17944.102257/2017-02,4126405.0,Deferido,2017-11-27,STN,Sul
Sertânia,PE,Município,Operação Contratual Interna,Regularização de Dívida - Energia Elétrica,Empresa Não Estatal,Companhia Energética de Pernambuco,Real,1277436.54,17944.000332/2008-01,2614105.0,Regularizado,2022-06-30,STN,Nordeste
Sertânia,PE,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,15000000.0,17944.102419/2022-61,2614105.0,Deferido,2022-06-30,STN,Nordeste
Sertanópolis,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,1800000.0,17944.001091/2012-95,4126504.0,Deferido,2012-11-20,STN,Sul
Sertanópolis,PR,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,600000.0,17944.001092/2012-30,4126504.0,Deferido,2012-11-20,STN,Sul
Sertanópolis,PR,Município,Operação Contratual Interna,PMAT,Instituição Financeira Nacional,Banco do Brasil S/A,Real,272600.0,19406.000081/2004-45,4126504.0,Deferido,2004-05-18,STN,Sul
Sertanópolis,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,1350000.0,19406.000205/2007-35,4126504.0,Deferido,2007-08-24,STN,Sul
Sertanópolis,PR,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,767900.0,19406.000531/2008-23,4126504.0,Deferido,2008-06-11,STN,Sul
Sertão,RS,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1000000.0,19406.000092/2009-30,4320503.0,Deferido,2009-06-29,STN,Sul
Sertão,RS,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,1000000.0,17944.000831/2017-81,4320503.0,Deferido,2017-11-16,STN,Sul
Sertão Santana,RS,Município,Operação Contratual Interna,Caminho da Escola 2009 A,Instituição Financeira Nacional,Banco do Brasil S/A,Real,745000.0,17944.000152/2011-16,4320552.0,Deferido,2011-02-21,STN,Sul
Sertãozinho,SP,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,696960.0,17944.000022/2007-05,3551702.0,Deferido,2007-05-30,STN,Sudeste
Sertãozinho,SP,Município,Operação Contratual Interna,PMAT,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1199988.0,17944.000091/2004-68,3551702.0,Deferido,2004-03-12,STN,Sudeste
Sertãozinho,SP,Município,Operação Contratual Interna,RELUZ,Empresa Não Estatal,Companhia Paulista de Força e Luz,Real,209576.0,17944.000120/2006-53,3551702.0,Deferido,2006-07-13,STN,Sudeste
Sertãozinho,SP,Município,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,6536941.32,17944.000377/2006-13,3551702.0,Deferido,2006-06-08,STN,Sudeste
Sertãozinho,SP,Município,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Banco do Brasil S/A,Real,11269680.48,17944.000580/2014-91,3551702.0,Deferido,2014-12-15,STN,Sudeste
Sertãozinho,SP,Município,Operação Contratual Interna,Renegociação de dívidas,Empresa Não Estatal,Companhia Paulista de Força e Luz,Real,3765298.43,17944.000775/2006-21,3551702.0,Deferido,2006-06-08,STN,Sudeste
Sertãozinho,SP,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado de São Paulo,Real,5248568.46,17944.000866/2014-77,3551702.0,Deferido,2014-08-18,STN,Sudeste
Sertãozinho,SP,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,7300000.0,17944.000929/2011-42,3551702.0,Deferido,2011-12-12,STN,Sudeste
Sertãozinho,SP,Município,Operação Contratual Interna,Caminho da Escola 2,Instituição Financeira Nacional,Caixa Econômica Federal,Real,459400.0,17944.001040/2008-87,3551702.0,Deferido,2008-10-30,STN,Sudeste
Sertãozinho,SP,Município,Operação Contratual Interna,PAC - Saneamento - 2008 B,Instituição Financeira Nacional,Caixa Econômica Federal,Real,2320000.0,17944.001116/2008-74,3551702.0,Deferido,2008-10-30,STN,Sudeste
Sertãozinho,SP,Município,Operação Contratual Interna,PAC - Contrapartida,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1677683.46,17944.001056/2016-08,3551702.0,Deferido,2017-05-25,STN,Sudeste
Sertãozinho,SP,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco do Brasil S/A,Real,8000000.0,17944.103316/2019-13,3551702.0,Deferido,2019-09-06,STN,Sudeste
Sertãozinho,SP,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco do Brasil S/A,Real,7800000.0,17944.103362/2019-12,3551702.0,Deferido,2019-09-11,STN,Sudeste
Sete Barras,SP,Município,Operação Contratual Interna,Caminho da Escola,Instituição Financeira Nacional,Banco do Brasil S/A,Real,719600.0,17944.000166/2008-34,3551801.0,Deferido,2008-04-24,STN,Sudeste
Sete Barras,SP,Município,Operação Contratual Interna,PMAT,Instituição Financeira Nacional,Banco do Brasil S/A,Real,212190.0,17944.000667/2004-97,3551801.0,Deferido,2004-07-01,STN,Sudeste
Sete de Setembro,RS,Município,Operação Contratual Interna,Caminho da Escola 2,Instituição Financeira Nacional,Banco do Brasil S/A,Real,253500.0,17944.000528/2008-97,4320578.0,Deferido,2008-04-15,STN,Sul
Sete de Setembro,RS,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Estado do Rio Grande do Sul,Real,250000.0,19406.000184/2009-10,4320578.0,Deferido,2009-11-04,STN,Sul
Sete de Setembro,RS,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Outras,Pessoa Jurídica,Real,194576.61,19406.000733/2006-11,4320578.0,Deferido,2006-12-22,STN,Sul
Sete de Setembro,RS,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,266000.0,17944.000663/2016-42,4320578.0,Deferido,2016-06-13,STN,Sul
Sete Lagoas,MG,Município,Operação Contratual Interna,PAC - Saneamento - 2008,Instituição Financeira Nacional,Banco Nacional de Desenvolvimento Econômico e Social,Real,72939000.0,17944.000378/2008-11,3167202.0,Deferido,2008-04-16,STN,Sudeste
Sete Lagoas,MG,Município,Operação Contratual Interna,PROMOB,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,713182.5,17944.001044/2007-84,3167202.0,Deferido,2007-11-30,STN,Sudeste
Sete Lagoas,MG,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,2905371.79,17944.001046/2013-11,3167202.0,Deferido,2014-02-14,STN,Sudeste
Sete Lagoas,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,5000000.0,17944.001050/2013-80,3167202.0,Deferido,2014-02-14,STN,Sudeste
Sete Lagoas,MG,Município,Operação Contratual Interna,"Aquisição de terrenos, imóveis e/ou construção de instalações",Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,6000000.0,17944.001272/2014-83,3167202.0,Deferido,2014-09-10,STN,Sudeste
Sete Lagoas,MG,Município,Operação Contratual Interna,RELUZ,Empresa Não Estatal,Cemig Distribuição S/A,Real,7550251.0,17944.001702/2007-38,3167202.0,Deferido,2008-02-01,STN,Sudeste
Sete Lagoas,MG,Município,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,6200000.0,19405.000054/2004-82,3167202.0,Deferido,2004-06-15,STN,Sudeste
Sete Lagoas,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,2300000.0,19405.000055/2004-27,3167202.0,Deferido,2004-06-15,STN,Sudeste
Sete Lagoas,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,2500000.0,17944.000493/2016-04,3167202.0,Deferido,2016-06-01,STN,Sudeste
Sete Lagoas,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,100000000.0,17944.100600/2023-14,3167202.0,Deferido,2023-03-15,STN,Sudeste
Sete Lagoas,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,45000000.0,17944.103456/2023-78,3167202.0,Deferido,2023-07-26,STN,Sudeste
Severiano de Almeida,RS,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,400000.0,17944.000310/2015-61,4320602.0,Deferido,2015-06-23,STN,Sul
Severiano de Almeida,RS,Município,Operação Contratual Interna,Caminho da Escola 2,Instituição Financeira Nacional,Banco do Brasil S/A,Real,130000.0,17944.000743/2008-98,4320602.0,Deferido,2008-05-15,STN,Sul
Severiano de Almeida,RS,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,256935.0,19406.000363/2007-95,4320602.0,Deferido,2007-09-25,STN,Sul
Severiano de Almeida,RS,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,321454.0,19406.000475/2010-41,4320602.0,Deferido,2010-12-17,STN,Sul
Siderópolis,SC,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado de Santa Catarina S/A,Real,1500000.0,17944.000247/2012-11,4217600.0,Deferido,2012-05-17,STN,Sul
Siderópolis,SC,Município,Operação Contratual Interna,Regularização de Dívida - Energia Elétrica,Empresa Não Estatal,Empresa Força e Luz João Cesa Ltda.,Real,195803.71,17944.000345/2012-58,4217600.0,Regularizado,2012-05-17,STN,Sul
Siderópolis,SC,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco Regional de Desenvolvimento do Extremo Sul,Real,1250000.0,19406.000237/2009-01,4217600.0,Deferido,2010-06-29,STN,Sul
